Title,Service_Request_Count
VWITS_Required Barco Base Unit firmware needs to be updated in meeting rooms,2
VWITS_Require the Kira role for group DMS to enable authorization within the Flexera ITAM system.,2
VWITS_Require MS Teams recording access for KT sessions,2
VWITS_printer not configure,2
VWITS_Requesting you to please provide shared folder access,2
VWITS_Requesting your approval to assign following Kira resource groups to me.,2
VWITS_Require KIRA Resources Access,2
VWITS_want access https://login-qs.vwgroup.com/pkmslogin.form?type=234s,2
VWITS_Request to Add New Bangalore Devices in PRTG Tool .,2
VWITS_KIRA resource access required,2
VWITS_KIRA Access required,2
VWITS_Jira access,2
VWITS_Internet is not working on Office premises (vw-group WiFi) for 5 Users,2
VWITS_Issue with PKI Card – Unable to Digitally Sign Document,2
VWITS_Installation request for Microsoft Visual Studio – Community Plan,2
VWITS_the ownership of the VWITS_Disciplinary_Cases_4001 (Path \\\\10.105.152.23)in the shared drive has to be transferred from the ex-employee to me. the owner of the folder is an ex-employee (Namrata Trivedi) who is no longer part of the organization.,2
VWGDS_New Lenovo ThinkPad X13 2-in-1 Gen 5  configuration and replacement,2
VWGDS_Quarterly System Health check up,2
VWITS_Installation for Citrix workspace,2
"VWITS_In relation with Change in Your Official Email Address [Rebranding], is there any alignment to update this new brand e-mail address in KIRA System. The reason is the e-mail address from KIRA gets updated in KSRM System and the PO/contracts is automa",2
VWITS_IT Assistance Required for Fourth Edition: HR Collab,2
VWITS_IPM_BS_ADM access,2
"VWITS_I would like to raise a request regarding a SIM card for office communication purposes. Currently, I am using my personal SIM card for official calls. To maintain proper separation between personal and professional communication, I kindly request an",2
"VWITS_I was working on 2nd jan 2026, but on successfactor it is showing happiness holiday, I am not able to manually apply WFH. Please apply Evening shift Work from home on 2nd Jan 2026.",2
VWITS_I want to upload my photo on my outlook profile,2
"VWITS_I want to set java path to environment variable, but I didn't have admin access. So kindly set the Java path to System Variable",2
VWITS_I want to create SSL certificate in order to access API endpoint from another application which is under VW infra-network.,2
VWITS_I want an access of self service portal,2
VWITS_I want do IP mac binding for my business laptop to project laptop,2
VWITS_I want dock station for my project requirement to connect laptop to screen,2
VWITS_I want local admin access in my system,2
VWITS_I want new headphones as my old one's cushion is damaged . I have also raised ticket REQ11551465 in I.serve for it but it got rejected as damage form was missing.,2
VWITS_I want Devstack access,2
VWITS_I need to copy 3 jar for my project run in jdk folder inside C drive which required admin credentials to copy.,2
VWITS_I need this version of Microsoft® PowerPoint® for Microsoft 365 MSO,2
VWITS_I need below KIRA access  V:VWAG_COCOADEV_RDR,2
"VWITS_I need access for KAM resource. I am having approval from product delivery head Vollbrecht, Heiko",2
VWITS_please provide me KIRA role access,2
VWITS_I need PKI Virtual Smart Card.. Could you please help in installing on my Laptop?,2
VWITS_I need Google Chrome as this Browser is user friendly and i have issues with Citrix on other browser.  Please install.,2
"VWITS_I have recently joined the AISHA team. Need access to CL JIRA, so I can proceed with my tasks. Thank you.",2
VWITS_raising a request for creation of soft token.,2
VWITS_I have joined on 21 Jan 2025 but still i didn't get the Welcome KIT,2
VWITS_printer configuration request,2
VWITS-KIRA resources access-V:V-B2B-EXPORT,2
VWGDS_iPhone enrollment,2
"VWITS_I have deleted hostname from SCCM , Need to delete AD EPO",2
VWITS_I got the access to DMS Folder but important group ie ET2000 is missing in that,2
VWITS_I did not receive headphones,2
VWITS_I cannot access udemy learning portal,2
VWITS-KIRA resources access-V:VWAG_MDM_MSO365_USER,2
VWITS_I am requesting your approval for assigning the following KIRA resources,2
VWITS_I am not able to access confluece for VWITS.,2
"VWITS_I am not able to complete my SF training, because content is locked.",2
VWITS_Hudson location 6th floor Lan port D130 enable for video wall installation,2
"VWITS_Hi, Still I'm facing teams connectivity issue also I want virtual PKI card",2
VWIT-Screensaver update for user laptops - May 2025,2
VWGDS_Request for VSC configuration,2
"VWITS_Hi Team, Need to install Citrix Workspace application as per the project requirement. I alreday have .exe file just need to install it. Let me know if anything else is required.",2
VWITS-Kindly assign below mentioned roles to my User ID,2
"VWITS_Hello team, I have observed that zscalar authentication is not available. i am currently using check point mobile. please enable early authentication in zscalar. Thank you",2
"VWITS_Hello team, My laptop got repaired due to motherboard issue. I handover to IT team to check this issue. could you please check it once. let me know if you need additional information.Thank you.",2
"VWITS_Hello Team, could you please help and assign the role: V-B2B-EXPORT - B2B to below mentioned user?  User ID -   G43NWEK  : Mundhra, Mohit (Digital Solutions IN I-DS-F) W2M2ZCF : Kutare, Uddesh (Digital Solutions IN I-DS-F)  Please find an attached P",2
VWITS-KIRA resources access- V:V-B2B-EXPORT,2
"VWITS_Hello Team, can you please help us and create the user in SOP 100 so that we can proceed with the role assignment.  USER ID -   G43NWEK  : Mundhra, Mohit (Digital Solutions IN I-DS-F) W2M2ZCF : Kutare, Uddesh (Digital Solutions IN I-DS-F)  Please fi",2
"VWITS_Hello Team, My name has been modified and changes have bee reflected on all portals, So i wanted to change my Id or PKi card with the changes on it. Can you please issue new Id or PKI card with the name change.",2
"VWITS_Hello Team, Need to upgrade PgAdmin version from v5.5 to v9.11 as old version is vulnerable",2
"VWITS_Hello Team, Again we are facing slowness while accessing VM from Hudson building",2
"VWITS_Hello Team , i need to install Virtual card in my system .",2
VWITS - Firewall port opening form - KABA access | Audit point,2
"VWITS_Hello Team,   VWGDS_Approximately 3000+ systems are non-compliant We have identified that approximately 3000+ systems are non-compliant. The list of affected users has been attached in the Excel sheet for your reference. Kindly release the latest OS",2
VWITS_Virtual PKI card,2
VWITS-KIRA resources access- V:VWAG_CMDB_VW_USER,2
VWITS-KIRA resources access -V:V-B2BINT,2
VWITS_VWITS_VWAG_COCOA_RDR (for LSO) resource access WM3KERU V:V-B2BINT,2
VWITS_VWITS_VWAG_COCOA_RDR (for LSO) resource access WM3KERU V:VWAG_COCOADEV_RDR,2
VWITS-Installation of Virtual Smart Card,2
VWITS_VWITS_Requesting your approval to assign following Kira resource groups to me. These resource groups are required for accessing DevStack Atlassian toolsets for HWP project. 1. V:VWAG_COCOADEVSTACK_RDR 2. V:VWAG_COCOADEV_RDR 3. V:VWAG_COCOA_RDR,2
VWITS_VWITS_KIRA resources access- V:V-B2BINT,2
VWITS_VWITS_KIRA resources access- V:VWAG_COCOADEV_RDR,2
VWITS-IAgree Installation on Iphone,2
VWITS_VWITS_KIRA resources access- V:VWAG_NAD_PERSONAL_MAILBOX,2
VWITS_VWITS_KIRA resources access for Yogesh Shinde - V:VWAG_KPDM_INMON,2
VWITS_H2 Database Start Up Software Java Security,2
VWITS_HDMI cable required,2
VWITS_Grant devstack access to user,2
VWITS_Guest Wifi access for Scania guests,2
VWITS-Install Citrix application,2
VWITS_Got Approval for SC3 (RITM15399920) in myServe Portal,2
VWITS_For Confluence Role: VWAG_COCOADEVSTACK_RDR,2
VWITS - IT Asset Requisition' requester details_Apple MacBook,2
VWITS - IT Asset Requisition' requester details_Apple Macbook,2
VWITS - Microsoft Teams: Request for temporary permission of MS Teams Meeting Recording.,2
VWITS - PRiSM Training setup and IT support require for innovation room for 2 week,2
VWITS_UNIX account creation,2
REQ11142666 : VW IT Software Requisition Request,2
REQ11049206 : VW IT Software Requisition Request,2
VWITS-I want a test user account against my admin account,2
VWITS_Teams Recording access,2
VWITS_require access for Jira and Confluence link which resides on Cocoa Devstack.,2
VWITS_Team Recording Session Request.,2
VWITS_System requires a re-GOC due to Zscaler update issues,2
VWITS-Belenus Report access,2
"VWITS_Service request for: VS Code , Git-GUI, Node.js (Version-22.9.0). and access for Jira and Bitbucket",2
REQ11149923 : VW IT Software Requisition Request,2
VWITS_SQL Server is not opening after restarting machine,2
VWITS-Below request is pending for CISO Task,2
VWITS_Enable MS Teams Recording,2
VWITS_Enable MS-Teams Recording,2
VWITS_Enable virtual PKI card,2
VWITS_Docker Desktop 4.35 Uninstallation.,2
VWITS_Docker Desktop 4.39 Uninstallation.,2
VWITS_Docker Desktop 4.40 Uninstallation.,2
VWITS_Devstack and JFrog access,2
VWITS_DevStack access,2
VWITS_Devstack Access for VWITS_ VWAG_COCOA_RDR,2
VWITS_Delete old hostname from AD,2
VWITS-Headset requirement,2
"VWITS_Dear Team,  Please provide access to the KIRA role VWAG_IMS_NOC_ADMIN for both myself and Usman Patel.  Although I am the owner of the KIRA group, I am still unable to assign this role to either myself or Usman Patel. When I search for our names in",2
VWITS_please provide me the access for these Kira Resource,2
VWITS_Create the user in SOP 100 so that we can proceed with the role assignment.,2
VWITS-  I need temporary HP Laptop charger till Monday.,2
VWITS_Connect software is not working,2
VWITS_need to install vsc,2
VWITS_as a new joiner KIRA extension is needed to access JIRA / solman for the user ID - GLARZ5I,2
VWITS_need to terminate the processes running on port 3306 by login as admin via cmd,2
VWITS_need to install nodejs : 22.16.0,2
"VWITS_\""VWITS_KIRA resources access - V:VWAG_COCOA_RDR\""",2
"VWITS_\""VWITS_KIRA resources access for Prashant Pawar\"" V:V-B2B-EXPORT",2
"VWITS_\""VWITS_KIRA resources access  - V:VWAG_NAD_PERSONAL_MAILBOX\""",2
"VWITS_\""VWITS_KIRA resources access - V:V-B2B-EXPORT\""",2
VWITS_Who is the owner for the role - V:V-UNIXWOB ? I need to reach out to them to get the access.,2
VWITS_REQ9768141 : VW IT Software Requisition Request,2
VWITS_We need to enable IIS (Internet Information Services) to debug the GCMP project locally.,2
VWITS_We have been facing continuous network issues for the past two weeks,2
"VWITS_We have been facing continuous network issues for the past two weeks,",2
VWITS_Want to get these roles V:VWAG_SERVICECENTER_USER V:V-UNIXWOB V:VWAG_COCOADEVSTACK_RDR V:VWAG_COCOADEV_RDR V:VWAG_COCOA_RDR   V:VWAG_BELLEROPHON_USR,2
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-UCLMAPP,2
VWITS_Confluence access for the user,2
VWITS_Confluence and JIRA access,2
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-G6MHA8B,2
VWITS_Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-TPXXXBB,2
VWITS_Confluence Access request/Role assignment,2
VWITS_REQ9770823 : VW IT Software Requisition Request,2
VWITS_REQ9763274 : VW IT Software Requisition Request,2
VWITS_Citrix,2
VWITS_REQ9742927 : VW IT Software Requisition Request,2
VWITS_Citrix issue,2
VWITS_Catia installation to business laptop,2
VWITS_REQ9740865 : VW IT Software Requisition Request,2
VWITS_C drive is running out of space and needs cleanup. Please do the needful.,2
VWITS_REQ9735715 : VW IT Software Requisition Request,2
VWITS_BITLOCKER RECOVERY,2
"VWITS_As part of day-to-day operations, we require the Kira role for group DMS to enable authorization within the Flexera ITAM system.",2
VWITS_REQ9730124 : VW IT Software Requisition Request,2
VWITS_Add to DL Digital Solutions IN DL PUNE <VWVIDLPLGROUPIT_RCC@volkswagen.co.in> - unable to receive advisory emails,2
VWITS_Access to Confluence WOB: Please provide me the access to the cgm-vwits-clouddevops-sdc,2
VWITS_REQ9726859 : VW IT Software Requisition Request,2
VWITS_. Request for IT support of  mentioned event,2
VWITS_REQ9726283 : VW IT Software Requisition Request,2
VWITS_'VWITS - IT Asset Requisition' requester details_MacBook,2
VWITS_REQ9721552 : VW IT Software Requisition Request,2
VWITS_'VWITS - IT Asset Requisition' requester details.Apple MacBook,2
VWITS_'VWITS - IT Asset Requisition' requester details.(GGN),2
VWITS_REQ9721609 : VW IT Software Requisition Request,2
VWITS_'VWITS - IT Asset Requisition' requester details.(Lenovo laptop),2
VWITS_REQ9721826 : VW IT Software Requisition Request,2
VWITS_REQ9725594 : VW IT Software Requisition Request,2
VWITS_'VWITS - IT Asset Requisition' requester details(MacBook),2
VWITS_'VWITS - IT Asset Requisition' requester details-GGN,2
VWITS_ request for Teams recording section,2
VWITS- KIRA resource assignment to the mentioned user,2
VWITS- Microsoft Teams: Request for temporary permission of MS Teams Meeting Recording,2
VWITS_ laptop frequently freezes,2
"VWITS_ \""Confluence Access request/Role assignment- V:VWAG COCOADEVSTACK_RDR-<<User ID>>\"" eg. Confluence Access request/Role assignment-V:VWAG_COCOADEVSTACK_RDR-TPXXXBB",2
VWITS_ Unable to use CDK commands,2
VWITS_ VW IT Software Requisition Request,2
VWITS_ Require access to DevStack JIRA and DevStack Confluence.,2
VWITS_REQ9721403 : VWITS DLAD Server Admin Account Access Request,2
VWITS_ Request for MS Teams logs.,2
VWITS_ Request for block emails from the recipients listed below within the internal domain.,2
VWITS_ Request for create T2 account,2
VWITS_ Request for IT support of mentioned event,2
VWITS_ Request For Cocoa DevStack,2
VWITS_ Request For KIRA role,2
VWITS_REQ9721436 : VW IT Software Requisition Request,2
VWITS_need JFrog Artifactory access for DataForge (CTIO),2
"VWITS_need KIRA role for V:VWAG_SMILE, V:VWAG_BELLEROPHON_USR",2
VWITS_need SCCM access.,2
VWITS_kindly provide  me the access of COCOA DevStack i have attached my manager approval.,2
VWITS_install virtual smart card,2
VWITS_i want to change my email id to suhail.fazal@volkswagen.co.in,2
"VWITS_i need access for Jira and confluence , Jira link - https://devstack.vwgroup.com/jira",2
VWITS_help in installation of mentioned applications,2
VWITS_host file updated for scania,2
Temporary Hostname Deactivation for 15-Day Observation Period,2
VWITS_headphone connection issue,2
VWITS_edit system environment variables require,2
VWITS_REQ9721266 : VW IT Software Requisition Request,2
VWITS_REQ9719708 : VW IT Software Requisition Request,2
VWITS_ Need to delete old host name in AD,2
VWITS_ Need to delete the hostname from AD,2
VWITS_ Need to delete from AD,2
VWITS_ Microsoft Teams: Request for temporary permission of MS Teams Meeting Recording,2
VWITS_ My DLAD account has been revoked.,2
VWITS_ Need Access to teams recording feature. Please see the attached signed form for same.,2
VWITS_ Grant access to JIRA to below user.,2
VWITS_ Assign the role: V-B2B-EXPORT - B2B,2
"VWITS-unable to access one connect as well as share point,",2
VWITS- Remove hostname and mac address from SCCM,2
VWITS_REQ9711604 : VW IT Software Requisition Request,2
VWITS-iPhone configuration,2
VWITS_REQ9697339 : VW IT Software Requisition Request_Composer 2.7.7,2
VWITS-iphone configuration,2
VWITS-can you please help us and create the user in SOP 100,2
VWITS_REQ9639359 : VW IT Software Requisition Request,2
VWITS_Cocoa Devstack Access for new joiner,2
VWITS-VWAG_COCOA_RDR (for LSO) resource access V:V-B2BINT,2
VWITS-Update the new screensaver for Pune location.,2
