Title,Service_Request_Count,Percentage
VWITS (9790) -S-User ID creation,2,0.01
VWITS_Need to delete the hostname from AD for exit user,2,0.01
VWITS_ Grant access to JIRA to below user.,2,0.01
VWITS_Docker Desktop 4.23 Uninstallation.,2,0.01
VWITS_I want to create reported CI (Configuration Item) for our SC3 support group,2,0.01
VWITS_Please add Kira Resource - VWAG_MYORDER_USER -,2,0.01
VWITS_Kindly add for below team members to the devstack,2,0.01
VWITS_REQ10572032 : VW IT Software Requisition Request,2,0.01
"VWITS_Hello Team, Again we are facing slowness while accessing VM from Hudson building",2,0.01
VWITS-Laptop Configuration,2,0.01
VWITS - Firewall port opening form - KABA access | Audit point,2,0.01
VWITS-Laptop Replacement,2,0.01
VWITS_Anaconda 2023 Uninstallation.,2,0.01
VWITS_Need access on sharedpath \\\\VWVICKSDLPPOC\\Unuathorised Software Installation\\Input Files\\Files Required,2,0.01
"VWITS_Hello team, My laptop got repaired due to motherboard issue. I handover to IT team to check this issue. could you please check it once. let me know if you need additional information.Thank you.",2,0.01
VWITS_DB2 11.5 Enterprise Server Uninstallation.,2,0.01
VWITS- can you please help us and create the user in SOP 100,2,0.01
VWITS-Need to added VWITS Gorup Name VITI-100-G-MECM-ADMIN-9790 group,2,0.01
VWITS_Internet is not working on Office premises (vw-group WiFi) for 5 Users,2,0.01
VWITS - IT Asset Requisition' requester details_Apple MacBook,2,0.01
VWITS- need the following roles in Kira: V:VWAG_COCOADEVSTACK_RDR V:VWAG_COCOA_RDR,2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM14493464,2,0.01
VWITS_ Request For Cocoa DevStack,2,0.01
VWITS_ Request For KIRA role,2,0.01
VWITS - Microsoft Teams: Request for temporary permission of MS Teams Meeting Recording.,2,0.01
VWITS_Docker Desktop 4.29 Uninstallation.,2,0.01
VWITS_Install vmware horizon client version 8.13,2,0.01
VWITS_Access to Confluence WOB: Please provide me the access to the cgm-vwits-clouddevops-sdc,2,0.01
VWITS - PRiSM Training setup and IT support require for innovation room for 2 week,2,0.01
VWITS_New Request [REQ7927063 / RITM12140900] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS_REQ10361789 : VW IT Software Requisition Request,2,0.01
VWITS-Need to delete from AD EPO,2,0.01
VWITS_Installation Manager 1 Uninstallation.,2,0.01
VWITS-ServiceNow User Group Conference | Guest WiFi requirement for participants,2,0.01
VWITS_Need HDMI cable as I have received new  Lenovo laptop.,2,0.01
"VWITS_As new joiner in SDC , please provide the KIRA accees for resource - V:V-B2BINT  Details - •\tUser Id: TRJRMP7 •\tEmail: rishabh.agarwal@volkswagen.co.in",2,0.01
VWITS_DbVisualizer 12.1 Uninstallation.,2,0.01
Konzern Service Desks: Kontaktdaten anderer Help Desks,2,0.01
VWITS_Docker Desktop 4.35 Uninstallation.,2,0.01
VWITS-Software installation,2,0.01
VWITS_Docker Desktop 4.39 Uninstallation.,2,0.01
VWITS_I am requesting your approval for assigning the following KIRA resources,2,0.01
VWITS_Docker Desktop 4.40 Uninstallation.,2,0.01
VWITS_Docker Desktop 4.8 Uninstallation.,2,0.01
Need to assign E3 license for the created service account,2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM14499336,2,0.01
VWITS_Kindly provide access to all the resources group for all team members given below.,2,0.01
"VWITS_Dear Team,  Please provide access to the KIRA role VWAG_IMS_NOC_ADMIN for both myself and Usman Patel.  Although I am the owner of the KIRA group, I am still unable to assign this role to either myself or Usman Patel. When I search for our names in",2,0.01
VWITS_Installation for Citrix workspace,2,0.01
VWITS_Need HDMI cable for HP laptop.,2,0.01
VWITS_Please provide Teams Recording access for 3months,2,0.01
VWITS_Kindly confirm the below DLAD ID has been deactivated/deleted or not,2,0.01
VWITS_Mobile Phone,2,0.01
VWITS_I am not able to access confluece for VWITS.,2,0.01
VWITS_REQ10319694 : VW IT Software Requisition Request,2,0.01
VWITS_Need to replace my headset,2,0.01
VWITS_Please update the Application Manager,2,0.01
VWITS_Need access to the Charm tool for supporting the authorization related tasks,2,0.01
VWITS_I want to upload my photo on my outlook profile,2,0.01
VWITS-  I need temporary HP Laptop charger till Monday.,2,0.01
VWITS_REQ10320434 : VW IT Software Requisition Request,2,0.01
VWITS_Need access to DevStack,2,0.01
Need to register MTR device,2,0.01
VWITS-Request to revoke Local admin access,2,0.01
VWITS_Assets Allocation:- GGN,2,0.01
"VWITS_I am not able to complete my SF training, because content is locked.",2,0.01
VWITS_Drive access,2,0.01
"VWITS_Hello Team, My name has been modified and changes have bee reflected on all portals, So i wanted to change my Id or PKi card with the changes on it. Can you please issue new Id or PKI card with the name change.",2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM14511007,2,0.01
"VWITS_Hello Team, Need to upgrade PgAdmin version from v5.5 to v9.11 as old version is vulnerable",2,0.01
VWITS_Delete old hostname from AD,2,0.01
VWITS_ Microsoft Teams: Request for temporary permission of MS Teams Meeting Recording,2,0.01
VWITS_ My DLAD account has been revoked.,2,0.01
VWITS_Please add this KIRA Resource VWAG_SERVICECENTER_USER on DAB55DN,2,0.01
VWITS_REQ10622895 : VW IT Software Requisition Request,2,0.01
VWITS_ Request for IT support of mentioned event,2,0.01
VWITS_Need to enable international roaming on company provided number,2,0.01
VWITS_ Need Access to teams recording feature. Please see the attached signed form for same.,2,0.01
VWITS_I want to install Visual studio code and NODEjs for assessments given in the training.,2,0.01
VWITS_ Request for MS Teams logs.,2,0.01
VWITS-Requesting access for mobile teams and outlook.,2,0.01
"VWITS_Despite entering the right credentials, my colleague Sakshi Dubey is unable to login to the system.",2,0.01
"VWITS_Despite of entering correct credentials my collegue Sakshi Dubey, Employee ID: 103103 is not able to login into the system.",2,0.01
VWITS_Please add below  DNS entry to the I.P: 10.105.2.220,2,0.01
VWITS_I need this version of Microsoft® PowerPoint® for Microsoft 365 MSO,2,0.01
VWITS_REQ10133630 : VW IT Software Requisition Request,2,0.01
VWITS_REQ10576889 : VW IT Software Requisition Request,2,0.01
VWITS_Python installation,2,0.01
VWITS_New Request [REQ8096457 / RITM12358192] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS-Assign the role: V-B2B-EXPORT - B2B to below mentioned user,2,0.01
VWITS_I need below KIRA access  V:VWAG_COCOADEV_RDR,2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM14468246,2,0.01
VWITS_Please provide the cocoa devstack access for 'GCMP Salse and DPA' project,2,0.01
"VWITS_Mouse and keyboard allocation, GGN",2,0.01
VWITS_REQ10308257 : VW IT Software Requisition Request,2,0.01
VWITS- KIRA resource assignment to the mentioned user,2,0.01
VWITS-Require T1 Account to logon on CyberArk,2,0.01
VWITS_Devstack Access for VWITS_ VWAG_COCOA_RDR,2,0.01
VWITS_REQ10558410 : VW IT Software Requisition Request,2,0.01
VWITS_Need to Install softwares SAP GUI and eclipse IDE in desktop. Got the request approved,2,0.01
VWITS-Require T2 Account to logon on CyberArk SCCM_C (Primary Domain/Forest Tier-2),2,0.01
VWITS-Require access for JIRA and Confluence,2,0.01
VWITS_ Request for block emails from the recipients listed below within the internal domain.,2,0.01
VWITS- Microsoft Teams: Request for temporary permission of MS Teams Meeting Recording,2,0.01
VWITS_REQ10321083 : VW IT Software Requisition Request,2,0.01
VWITS_ Need to delete from AD,2,0.01
VWITS_Devstack access,2,0.01
"VWITS_Hello Team, can you please help us and create the user in SOP 100 so that we can proceed with the role assignment.  USER ID -   G43NWEK  : Mundhra, Mohit (Digital Solutions IN I-DS-F) W2M2ZCF : Kutare, Uddesh (Digital Solutions IN I-DS-F)  Please fi",2,0.01
VWITS-Require access to DevStack JIRA and DevStack Confluence.,2,0.01
VWITS-Require access to the following path,2,0.01
VWITS_ Request for create T2 account,2,0.01
VWITS-Require disabling USB access,2,0.01
VWITS_ Need to delete old host name in AD,2,0.01
VWITS_ Need to delete the hostname from AD,2,0.01
VWITS_I want to install virtual smart card,2,0.01
VWITS_REQ10381278 : VW IT Software Requisition Request,2,0.01
VWITS_Please add the following KIRA resources to the account id AP9Q63N V:VWAG_COCOADEVSTACK_RDR,2,0.01
VWITS_Devstack and JFrog access,2,0.01
"VWITS_Hello Team, could you please help and assign the role: V-B2B-EXPORT - B2B to below mentioned user?  User ID -   G43NWEK  : Mundhra, Mohit (Digital Solutions IN I-DS-F) W2M2ZCF : Kutare, Uddesh (Digital Solutions IN I-DS-F)  Please find an attached P",2,0.01
VWITS_Need Information to Enable Dynatrace Alert Emails to Microsoft Teams Channel,2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM15534392,2,0.01
VWITS-Required Confluence access for IT-PEP and AMS documentation,2,0.01
VWITS- REQ9517541 : VW IT Software Requisition Request,2,0.01
VWITS_I want to print the document,2,0.01
VWITS_Internet Access for visiting MAN T and B Colleagues until 10th July 2024,2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM15534584,2,0.01
VWITS_REQ10580589 : VW IT Software Requisition Request,2,0.01
VWITS- Remove hostname and mac address from SCCM,2,0.01
VWITS_Enable Hyper-V on my Windows 10 System,2,0.01
VWITS_I want to replace my headphones please let me know how and where to process for same,2,0.01
VWITS-Below request is pending for CISO Task,2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM15535458,2,0.01
VWITS_Enable MS Teams Recording,2,0.01
VWITS_REQ10359959 : VW IT Software Requisition Request,2,0.01
VWITS_Enable MS-Teams Recording,2,0.01
VWITS-Required the Git for windows fixed version: 2.45.1 in SCCM.,2,0.01
VWITS_Please help and assign the role: V-B2B-EXPORT - B2B,2,0.01
VWITS_Enable virtual PKI card,2,0.01
VWITS-Requires the Kira role for group DMS to enable authorization within the Flexera ITAM system.,2,0.01
VWITS_Need Postman and tiny-curl tools on my laptop for project work:,2,0.01
VWITS_Docker Desktop 4.22 Uninstallation,2,0.01
VWITS-Need read only access on RSAT to perform project related task.,2,0.01
VWITS_REQ10905436 : VW IT Software Requisition Request,2,0.01
VWITS_New Request [REQ9729545 / RITM14467784] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS-New Laptop Configuration,2,0.01
VWITS_New Request [REQ10475455 / RITM15400463] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS_REQ11088445 : VW IT Software Requisition Request,2,0.01
VWITS_REQ11190687 : VW IT Software Requisition Request,2,0.01
VWITS_REQ11220320 : VW IT Software Requisition Request,2,0.01
VWITS_Need Printer Access,2,0.01
VWITS_REQ11543431 : VW IT Software Requisition Request,2,0.01
VWITS_REQ11570267 : VW IT Software Requisition Request,2,0.01
VWITS_REQ7924865 : VW IT Software Requisition Request,2,0.01
VWITS_REQ7928480 : VW IT Software Requisition Request,2,0.01
VWITS-Unable to take my system on remote,2,0.01
VWITS_REQ7941313 : VW IT Software Requisition Request,2,0.01
VWITS_REQ7967841 : VW IT Software Requisition Request,2,0.01
VWITS_REQ7995460 : VW IT Software Requisition Request,2,0.01
VWITS_Java Profiler 2024 Uninstallation.,2,0.01
VWITS_REQ8003347 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8005082 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8010161 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8013258 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8016134 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8038650 : VW IT Software Requisition Request| GGN,2,0.01
VWITS_REQ8040846 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8044287 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8087762 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8091169 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8200129 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8316065 : VWITS - Server Requisition/Change Request- requester details.,2,0.01
VWITS_REQ8316192 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8482508 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8754037 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8852559 : VWITS DLAD Server Admin Account Access Request,2,0.01
VWITS_REQ8909935 : VW IT Software Requisition Request,2,0.01
VWITS_REQ8968014 : VW IT Software Requisition Request,2,0.01
VWITS_Kindly revoke the access for mentioned user ID-WYCCJOZ,2,0.01
VWITS_REQ8989051 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9000891 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9007378 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9018259 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9080888 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9107336 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9279688 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9381291 : VW IT Software Requisition Request,2,0.01
VWITS_ Require access to DevStack JIRA and DevStack Confluence.,2,0.01
VWITS_REQ9515080 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9536363 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9554013 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9581416 : VW IT Software Requisition Request,2,0.01
VWITS-Update the new screensaver for Pune location.,2,0.01
VWITS_REQ9596414 : VW IT Software Requisition Request,2,0.01
VWITS_New Request to IT Service Desk For IT Security Incident Reporting Form - RITM15537965,2,0.01
VWITS_REQ9617271 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9619464 : VW IT Software Requisition Request,2,0.01
VWITS_New Request [REQ9730070 / RITM14468389] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS_My Volkswagen one drive not showing in file explorer.,2,0.01
VWITS_REQ9639359 : VW IT Software Requisition Request,2,0.01
VWITS_New Request [REQ10482260 / RITM15408319] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS_New Request [REQ9730347 / RITM14468722] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS_REQ9658802 : VW IT Software Requisition Request,2,0.01
VWITS_Project and require Confluence access,2,0.01
VWITS_REQ9673343 : VW IT Software Requisition Request,2,0.01
VWITS_My colleague Sakshi Dubey is unable to login,2,0.01
VWITS_REQ9697339 : VW IT Software Requisition Request_Composer 2.7.7,2,0.01
VWITS_REQ9697657 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9700622 : VW IT Software Requisition Request,2,0.01
VWITS_REQ10118260 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9711604 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9712885 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9719708 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9721266 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9721403 : VWITS DLAD Server Admin Account Access Request,2,0.01
VWITS_REQ9721436 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9721552 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9721609 : VW IT Software Requisition Request,2,0.01
VWITS_New Request [REQ9744259 / RITM14488792] to IT Service Desk For IT Security Exception Reporting Form,2,0.01
VWITS_REQ9721826 : VW IT Software Requisition Request,2,0.01
VWITS_C drive cleanup,2,0.01
VWITS_REQ9726283 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9726859 : VW IT Software Requisition Request,2,0.01
VWITS_My colleague's PKI card is not detecting,2,0.01
VWITS-New assigned webcam pro plus full HD 1080p installation,2,0.01
VWITS_REQ9730124 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9735715 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9740865 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9742927 : VW IT Software Requisition Request,2,0.01
VWITS_Need to add in internal network,2,0.01
VWITS_C drive is running out of space and needs cleanup. Please do the needful.,2,0.01
VWITS-New laptop configuration,2,0.01
VWITS_REQ9763274 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9765189 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9768141 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9770823 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9771559 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9771653 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9771849 : VW IT Software Requisition Request,2,0.01
VWITS_REQ9893002 : VW IT Software Requisition Request,2,0.01
VWITS_Need SC3 Operator Access for development processes,2,0.01
REQ11049206 : VW IT Software Requisition Request,2,0.01
VWITS_Regarding Head Phone.,2,0.01
VWITS_Remote Access Request for IP: 10.93.146.103,2,0.01
VWITS_Remote Access for the system.,2,0.01
VWITS_KIRA Access required,2,0.01
VWITS_Print Access,2,0.01
VWITS_Replace headphone cushion,2,0.01
VWITS_Request REQ7049323 / RITM10979421 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9308445 / RITM13921714 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9337457 / RITM13958901 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9567033 / RITM14251441 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9868747 / RITM14644089 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9868986 / RITM14644372 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9869657 / RITM14645120 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9880327 / RITM14660664 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS_Request REQ9888778 / RITM14670563 For IT Security Exception Requesting Form is Expire today,2,0.01
VWITS-VWAG_COCOA_RDR (for LSO) resource access V:V-B2BINT,2,0.01
