Title,Incident_Count
VWITS-laptop is powered on but black screen is appearing,1
VWITS-laptop is sudden get noise and after that screen get lock.,1
VWITS-laptop keypad isn't working,1
VWITS-laptop mouse pad not working,1
VWITS-laptop need to be formatted,1
VWITS-laptop needs to be replaced as its warranty is over,1
VWITS-laptop not os issue.need to GOC,1
VWITS-laptop password got reset and unable to login into the system,1
VWITS-laptop power and hang issues,1
VWITS-laptop screen back panel broken.,1
VWITS-laptop slowness issue.,1
"VWITS-laptop stuck with black screen, hang issue",1
VWITS-laptop takes so much time to start,1
VWITS-laptop wifi not working,1
VWITS-laptop- card reader is not working,1
VWITS-left hand side hinge is broken and bottom panel screw is missing,1
VWITS-lenovo laptop is having speaker issue as well as mic issue.,1
VWITS-lenovo thinkpad camera is not working,1
VWITS-liberty server but getting  error.,1
VWITS-line appearing in the middle sides of the meeting room TV display.,1
VWITS-log  in to SAP SUCCESS FACTOR issue ticket,1
VWITS-login fail to success factor.,1
VWITS-logout Ms-Team from my system,1
VWITS-lost my headset,1
VWITS-lot of noise can be heard when lifting up the laptop.,1
VWITS-macbook display issue,1
VWITS-machine's memory keeps getting full,1
VWITS-mailbox access needed,1
VWITS-manage engine not working software self portal not shown,1
VWITS-many keys in keyboard of my laptop is not working.,1
VWITS-mendix software installation,1
VWITS-mice is not working,1
VWITS-microphone doesn't work for Teams post update,1
VWITS-missplaced  docking station from my desk 9th flr combo building,1
VWITS-monitor is not starting,1
VWITS-mouse click isn't functioning correctly,1
VWITS-mouse is not working,1
VWITS-mouse is not working properly,1
VWITS-mouse not working properly,1
"VWITS-ms team and outlook is not working, GGN Location",1
VWITS-msteams for  getting error you dont have the required permission to access the org,1
VWITS-multiple logon event 4624 in my Windows event history,1
VWITS-my Outlook is not working properly .. It always stuck,1
"VWITS-my VPN is not working properly when my PKI card is connected. Sometimes it works, but other times it does not. After restarting the system, it starts working again (Rarely), but the issue occurs intermittently.",1
VWITS-my account is deactivated for pulse,1
VWITS-my citrix Teams mic was not working,1
VWITS-my desktop is not getting connecting with laptop,1
VWITS-my docking station charger has been stolen from desk,1
VWITS-my headphone is not working,1
VWITS-my laptop fell off from desk by mistake by me,1
VWITS-my laptop fell off the desk by mistake by me.,1
VWITS-my laptop is shut down after 2-3 hour due to heating condition,1
VWITS-my outlook mailbox is getting full.,1
VWITS-my pageant certificates are not loading,1
VWITS-my voice is transferring with very low volume to others while in a call.,1
VWITS-my wi-fi is getting disconnected multiple times in office today,1
VWITS-my.Serve - Request confirmation: RITM13492958 (VWITS - IT Asset Requisition),1
VWITS-need Citrix software needs to be installed,1
VWITS-need Microsoft® PowerPoint® for Microsoft 365 MSO,1
VWITS-need USB access,1
VWITS-need access to VW-extranet access to connect other devices. Exp. phone and tab.,1
VWITS-need an access for https://confluence.wob.vw.vwg:8443/confluence/dologin.action.,1
VWITS-need authorizations to create AI agent in Microsoft sharepoint.,1
VWITS-need citrix version 2402 for project purpose,1
VWITS-need new mouse for my daily work,1
VWITS-need recording option on MS Teams for KT Sessions.,1
VWITS-need recovery key for BitLocker,1
VWITS-need sf credentials,1
VWITS-need teams recording access,1
VWITS-need to add my current manager in DL and need to remove earlier manager,1
VWITS-need to connect to VPN to access one of client sites,1
VWITS-need to get SAP systems credentials. Initial password got expired before loggin in.,1
VWITS-need to install Citrix to access Scania environment,1
VWITS-need to install virtual smart card on system,1
VWITS-need to replace laptop as i am using EliteBook840G5 .,1
VWITS-need to update VMware Horizon Client software to latest version.,1
VWITS-need to virtual PKID,1
VWITS-need virtual PKI access,1
VWITS-needed citrix updated version 2503,1
VWITS-needed to reset password for Concur.,1
VWITS-needs admin rights.,1
VWITS-network is unstable in bangalore office,1
"VWITS-network issue in vwgroup wifi network in Bangalore VWITS office,",1
VWITS-new charger cable for mac required,1
VWITS-no self-service portal on my laptop.,1
"VWITS-not  able to open any microsoft application (TEAMS, Outlook).",1
"VWITS-not able send emails from mailbox. It is giving error that \""on behalf of\"" permission is not given.",1
VWITS-not able to Regularize attendance for 20.02.2024.,1
VWITS-not able to access Date and Time link from windows setting. I want to add  additional clock for project purpose.,1
"VWITS-not able to access Outlook, Teams etc",1
VWITS-not able to access below links from Hudson location vw network,1
VWITS-not able to access citrix,1
VWITS-not able to access the citrix.,1
VWITS-not able to access(https://devstack.vwgroup.com/jira/browse/AGILEKPM-7),1
VWITS-not able to connect to Check point mobile network,1
VWITS-not able to connect to Internet,1
VWITS-not able to connect to Scania primus using citrix workspace app,1
"VWITS-not able to connect to VPN and AISHA is also not working,",1
"VWITS-not able to connect to VPN,",1
VWITS-not able to connect to Volkswagen VPN,1
VWITS-not able to connect to any other device in network,1
VWITS-not able to connect to vwgroup wifi,1
VWITS-not able to do any digital sign,1
VWITS-not able to do certificate sign the document,1
VWITS-not able to install citrix even if my software request has already been approved,1
VWITS-not able to login in Citrix,1
VWITS-not able to login in system with smartcard.,1
VWITS-not able to login into Citrix account,1
VWITS-not able to login into the server,1
VWITS-not able to login on MacBook,1
VWITS-not able to login the vwt sandbox,1
VWITS-not able to login through cloud idp,1
VWITS-not able to login to Citrix workspace,1
VWITS-not able to login to SuccessFactor.,1
VWITS-not able to login to my MAN Portal,1
VWITS-not able to login to oneconnect page,1
"VWITS-not able to login to teams, outlook, oneconnect.",1
VWITS-not able to login via Citrix Receiver,1
VWITS-not able to open any microsoft application,1
VWITS-not able to open citrix workspace after logging in,1
VWITS-not able to open my citrix through edge.,1
VWITS-not able to open the VDI through Citrix,1
VWITS-not able to see the calling screen,1
VWITS-not able to see those neither old emails are synched in the mailbox nor can access those,1
VWITS-not able to sign in to laptop,1
VWITS-not able to start  my Camera for Video call,1
VWITS-not able to submit my sick leave in the portal 2 jan,1
VWITS-not able to update the Profile Picture of Teams,1
VWITS-not able to use link   https://tsapp.pfn.vwg/Citrix/TSAPP-2FAWeb/  from hudsan,1
VWITS-not able to view jobs on career portal,1
VWITS-not receive email communication regarding Goal Setting or Performance Review Session,1
VWITS-not received any mail and wants to track it.,1
VWITS-not received his assets,1
VWITS-now not able to connect to server through wi-fi(vw-group),1
VWITS-npm installation is not working locally on the VW Group network,1
VWITS-one connect is not working,1
VWITS-one connect not opening,1
VWITS-open network request,1
VWITS-open network site is not reachable.,1
VWITS-out of memory or system resources error in outlook,1
VWITS-out time not captured 5/3/2025,1
VWITS-outlook and Teams issue still persist,1
"VWITS-outlook and teams not working,",1
VWITS-outlook app not working,1
VWITS-outlook app not working.,1
VWITS-outlook is disconnected,1
VWITS-outlook is disconnected from server,1
VWITS-outlook is not opening up.,1
"VWITS-outlook is not updated , mails not coming",1
"VWITS-outlook is showing a pop up that \""to use outlook without interruption, you will need to but office\""",1
VWITS-outlook issue,1
VWITS-outlook issue on the virtual machine,1
VWITS-outlook not working,1
VWITS-outlook not working and no network,1
VWITS-outlook not working on mac gurgaon location,1
VWITS-outlook stopped responding.,1
VWITS-password issue,1
VWITS-password reset require,1
"VWITS-pki card certificate not detected in endpoint, unable to connect to vpn",1
VWITS-pki card certification got expired for virtual.,1
VWITS-pki card is not able to detect,1
VWITS-please add below Citrix link into your Host file on your VW laptop,1
VWITS-please add entry into citrix workplace for Scania account,1
VWITS-please assist me unlocking my Success Factor account,1
"VWITS-please help me to install this new software: Mendix Studio pro, version: 10.12.9",1
VWITS-please install citrix software to access the Scania enviornment,1
VWITS-please installed SAP GUI software into my laptop,1
VWITS-please provide KIRA Role access,1
VWITS-please provide me the new headset as my existing once are broken,1
VWITS-please provide the monitor/screen,1
VWITS-please regularize my attendance for 20th June 2025,1
VWITS-please reset my V5P and V5Q SAP system password,1
VWITS-postman Access issue,1
VWITS-print is not coming from printer,1
VWITS-printer issue -Card not Found,1
VWITS-printer not working,1
VWITS-provide internet connectivity for sandbox,1
VWITS-provide new laptop as current laptop is out of warranty,1
VWITS-provide the TechProductsBoard2(DHB and IRIS) JIRA board access to below user,1
VWITS-proxy not able to download npm packages,1
VWITS-python==3.9.5 pip install matplotlib pip install,1
VWITS-raining 'GEN AI security awareness' is not assigned to me in Successfactor.,1
VWITS-raised for testing purposes.,1
VWITS-re-attempt for Gen AI Assesment,1
VWITS-re-installing,1
VWITS-received sentimental alert from MAN IT.,1
VWITS-regarding RITM14409889,1
VWITS-regularize attendance,1
"VWITS-regularize timesheet on date 24 Apr,2024",1
VWITS-replacement of headphone,1
VWITS-request to regularize afternoon shift for some days in September 2024 month,1
VWITS-requesting for the attendance in 28/09/2024 (Query no - 8648),1
VWITS-required HDMI cable for monitor connection for project purpose.,1
VWITS-reset my company's iphone.,1
VWITS-samson product we need to have following two adds-on Edge,1
VWITS-security ID is not working ...while enter in citrix,1
VWITS-self service portal is not available on my machine.,1
VWITS-self service portal not available/ manage engine endpoint central,1
VWITS-share point access in order to get Sandbox access,1
VWITS-sharePoint site but now it is deleted.,1
VWITS-shift and Swipe out timings not updated in Successfactor,1
VWITS-slack login issue,1
VWITS-sleep issue in laptop,1
VWITS-slot damaged,1
VWITS-slow internet connection there is slowness in virtual machine,1
VWITS-slow performance issue in the Bangalore location during GOC,1
VWITS-smart card got blocked,1
VWITS-smart card is blocked,1
"VWITS-smart card is not working_Jha, Sanjeev_SXH64N4",1
VWITS-software is not working,1
VWITS-software not working,1
VWITS-some application URL which are not working office network,1
VWITS-some keyboard keys does not work sometimes.,1
VWITS-some keys is keypad are not working thus unable to use laptop's keypad.,1
VWITS-some links which don't work on VPN.,1
VWITS-something is blocked in PKI card insert slot,1
VWITS-speaker not working,1
VWITS-speaker of laptop is not loud as per 100%,1
VWITS-spherical object stuck in usb port and pki card slot,1
"VWITS-still docker is not installed on machine , it is failing everyday on installation",1
VWITS-success factor attendance update,1
VWITS-success factor connect,1
VWITS-success factor is not working,1
VWITS-successfactor timeoff balance not updated,1
VWITS-support required to update business trip from 11th to 13th March in timesheet,1
VWITS-svc-qa.fttech-prod.prd.eu.bp.aws.cloud.vwgroup.com is not able to access,1
VWITS-system crashed with blue screen and restarted,1
VWITS-system getting blank screen,1
VWITS-system getting crashed,1
"VWITS-system got locked, so need BitLocker recovery pin password to open.",1
VWITS-system is getting stuck for more than a once in a day,1
VWITS-system is not migrated to Zscaler,1
VWITS-system is very slow and unable to connect citrix properly . getting hanged too much,1
VWITS-system microphone is not working properly after software update,1
VWITS-system screen stuck,1
VWITS-system slowness and not working properly which impacting my deliverables,1
VWITS-system slowness issue current Ram 8 GB,1
VWITS-taskbar of my laptop is not working properly,1
VWITS-teams is not running for mw After Microsoft 3565 update,1
"VWITS-teams is not working ,ggn",1
VWITS-the issue with VDI connection to SCANIA citrix vdi app,1
VWITS-this query is raised for testing purposes,1
VWITS-this ticket is being raised for testing purposes.,1
